<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
HYDR;D;28/07/11;000000;1.3403000
HYDR;D;29/07/11;000000;1.3810000
HYDR;D;01/08/11;000000;1.3700000
HYDR;D;02/08/11;000000;1.3665000
HYDR;D;03/08/11;000000;1.3500000
HYDR;D;04/08/11;000000;1.3576000
HYDR;D;05/08/11;000000;1.3172000
HYDR;D;08/08/11;000000;1.2574000
HYDR;D;09/08/11;000000;1.2300000
HYDR;D;10/08/11;000000;1.1889000
HYDR;D;11/08/11;000000;1.1739000
HYDR;D;12/08/11;000000;1.1850000
HYDR;D;15/08/11;000000;1.2094000
HYDR;D;16/08/11;000000;1.2070000
HYDR;D;17/08/11;000000;1.2240000
HYDR;D;18/08/11;000000;1.1980000
HYDR;D;19/08/11;000000;1.1640000
HYDR;D;22/08/11;000000;1.1700000
HYDR;D;23/08/11;000000;1.1657000
HYDR;D;24/08/11;000000;1.1881000
HYDR;D;25/08/11;000000;1.1834000
HYDR;D;26/08/11;000000;1.2026000
HYDR;D;29/08/11;000000;1.2390000
HYDR;D;30/08/11;000000;1.2385000
HYDR;D;31/08/11;000000;1.2469000
HYDR;D;01/09/11;000000;1.2434000
HYDR;D;02/09/11;000000;1.2150000
HYDR;D;05/09/11;000000;1.1960000
HYDR;D;06/09/11;000000;1.2116000
HYDR;D;07/09/11;000000;1.2600000
HYDR;D;08/09/11;000000;1.2610000
HYDR;D;09/09/11;000000;1.2510000
HYDR;D;12/09/11;000000;1.2326000
HYDR;D;13/09/11;000000;1.2419000
HYDR;D;14/09/11;000000;1.2518000
HYDR;D;15/09/11;000000;1.2581000
HYDR;D;16/09/11;000000;1.2712000
HYDR;D;19/09/11;000000;1.2643000
HYDR;D;20/09/11;000000;1.2611000
HYDR;D;21/09/11;000000;1.2660000
HYDR;D;22/09/11;000000;1.1830000
HYDR;D;23/09/11;000000;1.0812000
HYDR;D;26/09/11;000000;1.0633000
HYDR;D;27/09/11;000000;1.0816000
HYDR;D;28/09/11;000000;1.0562000
HYDR;D;29/09/11;000000;1.0782000
HYDR;D;30/09/11;000000;1.0471000
HYDR;D;03/10/11;000000;1.0670000
HYDR;D;04/10/11;000000;1.0230000
HYDR;D;05/10/11;000000;1.0430000
HYDR;D;06/10/11;000000;1.0835000
HYDR;D;07/10/11;000000;1.1038000
HYDR;D;10/10/11;000000;1.1250000
HYDR;D;11/10/11;000000;1.0877000
HYDR;D;12/10/11;000000;1.1120000
HYDR;D;13/10/11;000000;1.0987000
